Start Time	End Time	Transportation Mode
2007/05/02 13:07:44	2007/05/02 13:25:19	bus
2007/05/05 22:53:35	2007/05/05 23:21:50	bus
2007/05/06 09:29:16	2007/05/06 10:24:56	bus
2007/05/07 01:43:48	2007/05/07 02:12:18	bus
2007/05/07 02:45:18	2007/05/07 03:31:13	bus
2007/05/10 02:03:10	2007/05/10 03:13:40	bus
2007/05/10 04:21:35	2007/05/10 04:26:50	bus
2007/05/11 22:50:44	2007/05/11 23:54:04	bus
2007/05/11 23:21:02	2007/05/12 00:04:02	bus
2007/05/13 07:47:26	2007/05/13 08:08:56	bus
2007/05/14 22:40:28	2007/05/14 22:50:08	bus
2007/05/15 07:51:34	2007/05/15 08:09:04	bus
2007/05/15 08:11:09	2007/05/15 08:14:29	bus
2008/02/13 06:12:50	2008/02/13 06:23:54	bus
2008/02/16 05:35:08	2008/02/16 05:50:28	train
2008/02/19 22:51:42	2008/02/19 23:32:14	bus
2008/02/20 03:51:01	2008/02/20 03:54:03	bus
2008/02/20 22:57:42	2008/02/20 23:14:26	bus
2008/02/25 22:58:17	2008/02/25 23:31:56	bus
2008/05/01 00:19:28	2008/05/01 01:11:55	bus
2008/05/01 02:35:58	2008/05/01 03:23:48	bus
2008/05/02 08:31:52	2008/05/02 08:55:47	bus
2008/05/02 09:41:42	2008/05/02 09:46:07	taxi
2008/05/15 22:56:36	2008/05/15 23:19:56	bus
2008/05/16 13:41:53	2008/05/16 14:19:17	bus
2008/05/17 03:54:24	2008/05/17 04:14:15	bus
2008/05/17 05:40:00	2008/05/17 05:41:56	bus
2008/05/17 06:31:18	2008/05/17 06:36:18	bus
2008/05/17 06:47:12	2008/05/17 06:53:10	bus
2008/05/17 07:38:36	2008/05/17 07:51:16	taxi
2008/05/17 11:19:58	2008/05/17 11:38:30	bus
2008/05/17 11:53:28	2008/05/17 11:56:50	bus
2008/05/18 22:54:24	2008/05/18 23:16:30	bus
2008/05/19 04:06:27	2008/05/19 04:17:25	bus
2008/05/19 04:20:59	2008/05/19 04:26:33	bus
2008/05/19 22:55:36	2008/05/19 23:19:28	bus
2008/05/20 10:00:09	2008/05/20 10:38:27	bus
2008/05/20 23:03:06	2008/05/20 23:33:24	bus
2008/05/21 10:01:35	2008/05/21 10:25:38	bus
2008/05/21 22:57:59	2008/05/21 23:27:05	bus
2008/05/22 02:33:55	2008/05/22 02:53:17	bus
2008/05/22 05:06:06	2008/05/22 06:14:48	bus
2008/05/22 06:47:20	2008/05/22 07:43:24	bus
2008/05/22 23:04:05	2008/05/22 23:19:33	bus
2008/05/23 09:32:11	2008/05/23 10:10:09	bus
2008/05/24 08:56:58	2008/05/24 09:23:40	bus
2008/05/24 09:28:26	2008/05/24 09:49:22	bus
2008/05/25 09:34:33	2008/05/25 12:09:37	bus
2008/05/26 07:15:04	2008/05/26 08:52:34	bus
2008/05/26 08:56:50	2008/05/26 09:50:44	bus
2008/05/27 22:49:04	2008/05/27 23:07:27	bus
2008/05/28 09:27:54	2008/05/28 10:25:08	bus
2008/05/28 23:09:05	2008/05/28 23:31:37	bus
2008/05/29 10:41:54	2008/05/29 11:09:46	bus
2008/05/29 23:05:22	2008/05/29 23:19:27	bus
2008/07/22 07:20:28	2008/07/22 07:43:02	taxi
2008/07/22 07:50:32	2008/07/22 08:54:40	bus
2008/07/22 10:22:13	2008/07/22 11:22:23	bus
2008/07/22 12:25:31	2008/07/22 12:30:27	bus
2008/07/22 14:06:19	2008/07/22 14:35:11	bus
2008/07/22 14:36:22	2008/07/22 15:02:12	bus
2008/07/22 23:42:36	2008/07/23 00:31:36	bus
2008/07/23 10:45:46	2008/07/23 11:09:36	subway
2008/07/24 10:32:30	2008/07/24 11:43:42	bus
2008/07/24 13:24:44	2008/07/24 14:01:18	bus
2008/07/25 12:31:53	2008/07/25 13:06:29	bus
2008/07/26 11:27:19	2008/07/26 12:27:17	bus
2008/07/27 12:42:40	2008/07/27 12:53:47	bus
2008/07/31 23:24:34	2008/08/01 00:12:59	bus
2008/08/01 00:29:49	2008/08/01 01:13:55	bus
2008/08/03 07:56:27	2008/08/03 08:27:31	bus
2008/08/03 09:36:27	2008/08/03 10:03:03	bus
2008/08/03 10:03:05	2008/08/03 10:47:31	bus
2008/10/10 00:29:29	2008/10/10 00:56:48	bus
