Start Time	End Time	Transportation Mode
2008/06/18 09:22:10	2008/06/18 09:28:13	bus
2008/06/18 09:53:17	2008/06/18 10:14:34	bus
2008/06/20 02:45:28	2008/06/20 03:12:05	bus
2008/06/20 04:21:40	2008/06/20 05:33:46	bus
2008/06/21 04:23:39	2008/06/21 04:35:15	bus
2008/06/21 04:47:53	2008/06/21 05:43:20	bus
2008/06/21 12:54:38	2008/06/21 12:57:51	bus
2008/06/23 01:15:23	2008/06/23 01:31:15	bus
2008/06/24 05:50:08	2008/06/24 12:44:19	bus
2008/06/24 15:10:12	2008/06/24 15:18:23	car
2008/06/25 02:54:13	2008/06/25 03:40:36	bus
2008/06/25 10:05:24	2008/06/25 10:42:11	car
2008/06/28 04:17:34	2008/06/28 04:22:07	bus
2008/06/28 05:37:17	2008/06/28 05:46:42	bus
2008/06/28 12:48:07	2008/06/28 12:57:16	bus
2008/06/29 02:01:42	2008/06/29 02:11:34	taxi
2008/07/01 10:09:55	2008/07/01 10:17:24	taxi
2008/07/01 14:02:04	2008/07/01 14:09:35	taxi
2008/07/03 09:56:01	2008/07/03 10:15:42	taxi
2008/07/03 12:27:22	2008/07/03 12:38:50	taxi
2008/07/07 01:17:46	2008/07/07 01:21:56	bus
2008/07/07 02:38:42	2008/07/07 02:49:25	bus
2008/07/08 10:25:28	2008/07/08 10:34:18	bus
2008/07/09 13:31:36	2008/07/09 13:38:11	taxi
2008/07/10 10:10:47	2008/07/10 10:32:37	bus
2008/07/10 13:39:37	2008/07/10 13:50:35	taxi
2008/07/11 08:17:01	2008/07/11 08:27:48	bus
2008/07/13 05:45:27	2008/07/13 06:02:54	bus
2008/07/13 06:47:57	2008/07/13 07:20:19	bus
2008/07/14 09:08:06	2008/07/14 09:17:15	taxi
2008/07/14 13:12:46	2008/07/14 13:20:10	bus
2008/07/14 13:24:23	2008/07/14 13:30:43	bus
2008/07/14 13:48:28	2008/07/14 13:50:07	taxi
2008/07/15 01:10:16	2008/07/15 01:18:13	car
2008/07/15 02:43:02	2008/07/15 02:52:44	car
2008/07/16 01:12:41	2008/07/16 01:24:43	car
2008/07/16 02:38:35	2008/07/16 02:48:22	car
2008/07/16 10:05:37	2008/07/16 10:20:59	bus
2008/07/17 09:55:06	2008/07/17 10:07:47	bus
2008/07/19 04:09:38	2008/07/19 04:17:42	taxi
2008/07/19 12:22:39	2008/07/19 12:40:16	taxi
2008/07/20 05:01:33	2008/07/20 07:39:46	taxi
2008/07/20 10:21:45	2008/07/20 10:32:44	bus
2008/07/20 10:35:32	2008/07/20 10:48:58	bus
2008/07/20 11:40:13	2008/07/20 12:09:05	bus
2008/07/21 09:55:20	2008/07/21 10:28:37	car
2008/07/21 12:04:56	2008/07/21 12:09:20	taxi
2008/07/22 07:18:40	2008/07/22 08:02:21	car
2008/07/22 10:32:39	2008/07/22 10:45:30	bus
2008/07/22 11:47:13	2008/07/22 11:56:45	bus
2008/07/23 07:45:32	2008/07/23 07:51:58	bus
2008/07/23 08:37:58	2008/07/23 08:43:30	bus
2008/07/23 12:54:45	2008/07/23 13:02:00	bus
2008/07/24 02:17:48	2008/07/24 02:32:29	bus
2008/07/24 02:47:47	2008/07/24 04:21:03	bus
2008/07/26 09:29:37	2008/07/26 09:55:34	bus
2008/07/26 10:58:17	2008/07/26 13:10:14	bus
2008/07/27 01:11:11	2008/07/27 01:43:12	bus
2008/07/27 23:00:12	2008/07/27 23:26:34	bus
2008/07/28 07:21:01	2008/07/28 10:29:48	bus
2008/07/28 11:14:47	2008/07/28 12:13:27	bus
2008/07/29 06:26:19	2008/07/29 07:12:53	bus
2008/07/29 07:25:18	2008/07/29 10:16:13	bus
2008/07/29 13:08:07	2008/07/29 15:09:11	bus
2008/07/30 01:24:39	2008/07/30 09:29:35	bus
2008/07/30 13:04:27	2008/07/30 14:35:18	bus
2008/07/31 07:00:55	2008/07/31 07:22:24	bus
2008/07/31 08:01:29	2008/07/31 09:58:17	bus
2008/07/31 12:20:39	2008/07/31 14:29:42	bus
2008/07/31 23:07:45	2008/07/31 23:45:59	bus
2008/08/01 07:31:54	2008/08/01 08:23:20	bus
2008/08/01 09:44:34	2008/08/01 11:09:04	bus
2008/08/01 11:09:09	2008/08/01 12:01:13	bus
2008/08/02 10:54:41	2008/08/02 12:54:46	bus
2008/08/03 06:12:44	2008/08/03 10:55:01	bus
2008/08/04 06:54:58	2008/08/04 07:48:44	bus
2008/08/04 08:36:33	2008/08/04 09:45:32	bus
2008/08/04 10:26:35	2008/08/04 11:35:12	bus
2008/08/04 22:52:39	2008/08/04 23:37:33	bus
2008/08/05 03:49:12	2008/08/05 11:42:14	bus
2008/08/06 10:36:09	2008/08/06 10:50:22	bus
2008/08/06 11:25:52	2008/08/06 12:00:33	bus
2008/08/07 05:57:04	2008/08/07 08:46:59	bus
2008/08/07 11:07:24	2008/08/07 14:43:50	bus
2008/08/08 22:13:09	2008/08/09 00:15:57	bus
2008/08/09 07:32:35	2008/08/09 08:14:57	bus
2008/08/10 03:02:21	2008/08/10 03:13:27	bus
2008/08/10 03:13:32	2008/08/10 09:51:50	bus
2008/08/11 05:41:40	2008/08/11 09:12:07	bus
2008/08/11 12:28:50	2008/08/11 14:55:02	bus
2008/08/12 04:01:34	2008/08/12 04:37:49	bus
2008/08/12 08:58:45	2008/08/12 11:29:21	bus
2008/08/12 12:09:10	2008/08/12 14:42:37	bus
2008/08/12 23:06:41	2008/08/12 23:36:45	bus
2008/08/13 07:45:46	2008/08/13 10:31:39	bus
2008/08/13 22:33:34	2008/08/13 23:15:03	bus
2008/08/14 11:18:29	2008/08/14 12:08:43	bus
2008/08/14 21:14:24	2008/08/14 21:36:38	bus
2008/08/15 07:58:32	2008/08/15 08:25:42	bus
2008/08/15 10:10:56	2008/08/15 11:47:41	bus
2008/08/15 21:17:42	2008/08/15 21:33:15	bus
2008/08/16 07:52:17	2008/08/16 08:24:58	bus
2008/08/16 09:56:53	2008/08/16 11:19:17	bus
2008/08/16 20:52:18	2008/08/16 21:27:32	bus
2008/08/16 21:44:54	2008/08/16 21:50:12	bus
2008/08/17 06:22:25	2008/08/17 06:54:43	bus
2008/08/17 08:28:37	2008/08/17 09:03:55	bus
2008/08/17 20:59:18	2008/08/17 21:32:50	bus
2008/08/18 07:30:49	2008/08/18 08:15:40	bus
2008/08/18 11:36:40	2008/08/18 13:49:47	bus
2008/08/18 21:12:49	2008/08/18 21:44:23	bus
2008/08/19 07:23:25	2008/08/19 07:51:57	bus
2008/08/19 09:17:55	2008/08/19 12:35:15	bus
2008/08/20 02:31:30	2008/08/20 08:52:12	bus
2008/08/20 11:09:00	2008/08/20 11:44:11	bus
2008/08/20 11:47:19	2008/08/20 13:30:54	bus
2008/08/20 21:35:46	2008/08/20 22:11:35	bus
2008/08/21 07:38:12	2008/08/21 08:30:53	bus
2008/08/21 11:07:11	2008/08/21 11:52:08	bus
2008/08/21 12:21:41	2008/08/21 14:02:50	bus
2008/08/21 20:43:27	2008/08/21 21:06:22	bus
2008/08/22 08:30:47	2008/08/22 12:57:10	bus
2008/08/22 23:34:29	2008/08/22 23:55:54	bus
2008/08/23 07:33:47	2008/08/23 09:19:17	bus
2008/08/23 09:47:57	2008/08/23 10:30:10	bus
2008/08/23 21:17:09	2008/08/23 21:55:02	bus
2008/08/23 22:02:19	2008/08/23 22:10:10	bus
2008/08/24 05:29:20	2008/08/24 06:29:18	bus
2008/08/25 08:27:51	2008/08/25 10:09:22	bus
2008/08/26 04:43:18	2008/08/26 05:36:31	bus
2008/08/26 07:39:54	2008/08/26 09:19:42	bus
2008/08/26 11:53:18	2008/08/26 12:27:30	bus
2008/08/27 05:07:06	2008/08/27 09:40:05	bus
2008/08/27 09:40:12	2008/08/27 10:19:09	bus
2008/08/27 11:17:45	2008/08/27 11:48:37	bus
2008/08/27 11:49:14	2008/08/27 11:58:13	bus
2008/08/28 01:17:02	2008/08/28 01:20:06	bus
2008/08/28 01:20:28	2008/08/28 01:53:57	bus
2008/08/28 01:54:25	2008/08/28 02:07:03	bus
2008/08/28 05:28:59	2008/08/28 05:41:03	bus
2008/08/28 06:16:34	2008/08/28 07:12:28	bus
2008/08/29 10:16:34	2008/08/29 10:16:58	bus
2008/08/29 11:21:51	2008/08/29 13:20:41	bus
2008/08/29 13:20:51	2008/08/29 13:49:14	bus
2008/08/29 15:08:12	2008/08/29 15:48:33	bus
2008/08/29 17:27:25	2008/08/29 17:38:00	bus
2008/08/29 19:27:31	2008/08/29 19:38:12	bus
2008/08/30 06:38:45	2008/08/30 07:00:57	bus
2008/08/30 07:38:04	2008/08/30 08:07:30	bus
2008/08/30 08:35:27	2008/08/30 09:10:59	bus
2008/08/30 12:16:02	2008/08/30 12:27:25	bus
2008/08/30 12:53:53	2008/08/30 13:26:09	bus
2008/08/30 22:16:04	2008/08/30 22:17:23	bus
2008/08/30 23:16:10	2008/08/31 03:19:05	train
2008/08/31 03:19:05	2008/08/31 03:48:51	bus
2008/08/31 23:50:49	2008/09/01 00:49:15	bus
2008/09/01 00:49:15	2008/09/01 01:11:53	boat
2008/09/01 01:38:28	2008/09/01 03:08:57	bus
2008/09/01 04:20:32	2008/09/01 05:15:44	bus
2008/09/01 05:34:42	2008/09/01 07:39:46	bus
2008/09/01 08:04:54	2008/09/01 10:06:58	bus
2008/09/02 03:06:46	2008/09/02 03:17:06	bus
2008/09/02 04:11:21	2008/09/02 04:11:40	run
2008/09/02 05:23:22	2008/09/02 05:40:39	bus
2008/09/02 06:30:54	2008/09/02 09:55:16	train
2008/09/02 10:44:30	2008/09/02 11:30:36	bus
2008/09/02 11:43:01	2008/09/02 12:52:05	bus
2008/09/04 02:42:52	2008/09/04 09:29:06	bus
2008/09/05 01:46:07	2008/09/05 03:26:50	bus
2008/09/05 03:51:38	2008/09/05 06:04:54	bus
2008/09/05 07:40:01	2008/09/05 08:48:17	bus
