Start Time	End Time	Transportation Mode
2008/04/30 11:59:47	2008/04/30 12:08:23	taxi
2008/05/11 03:57:47	2008/05/11 05:00:56	subway
2008/05/11 14:47:41	2008/05/11 15:51:38	subway
2008/05/17 11:21:37	2008/05/17 12:01:57	taxi
2008/05/18 05:19:10	2008/05/18 05:29:55	taxi
2008/05/24 01:56:03	2008/05/24 02:10:53	subway
2008/05/24 09:43:03	2008/05/24 09:51:49	subway
2008/05/24 12:40:46	2008/05/24 13:18:10	taxi
2008/05/24 20:47:05	2008/05/24 21:03:15	taxi
2008/07/25 10:41:36	2008/07/25 15:19:52	car
2008/07/27 05:24:25	2008/07/27 12:39:44	car
2008/08/16 01:44:31	2008/08/16 02:05:29	bus
2008/08/16 11:07:08	2008/08/16 11:29:24	taxi
2008/08/16 12:35:02	2008/08/16 12:39:14	taxi
2008/08/24 02:11:00	2008/08/24 02:39:12	bus
2008/08/24 05:53:54	2008/08/24 06:36:40	bus
2008/08/24 08:35:30	2008/08/24 12:29:40	subway
