Start Time	End Time	Transportation Mode
2008/02/02 02:03:05	2008/02/02 02:34:21	car
2008/02/02 14:31:31	2008/02/02 14:51:45	bus
2008/02/23 05:34:17	2008/02/23 06:37:26	bus
2008/02/23 10:02:44	2008/02/23 10:21:51	bus
2008/02/23 10:35:26	2008/02/23 10:42:02	bus
2008/02/23 11:31:40	2008/02/23 11:41:44	bus
2008/02/23 11:51:16	2008/02/23 11:57:23	car
2008/02/26 01:25:34	2008/02/26 01:27:27	subway
2008/02/27 08:51:15	2008/02/27 09:21:17	bus
2008/02/27 10:02:22	2008/02/27 10:28:56	bus
2008/03/01 06:14:28	2008/03/01 06:32:58	bus
2008/03/01 06:45:45	2008/03/01 06:55:50	bus
2008/03/01 08:54:50	2008/03/01 09:21:37	bus
2008/03/01 10:03:03	2008/03/01 10:20:09	bus
2008/03/01 10:39:30	2008/03/01 10:47:15	bus
2008/03/01 11:23:46	2008/03/01 11:34:25	bus
2008/04/07 04:53:56	2008/04/07 06:10:12	bus
2008/04/07 10:06:59	2008/04/07 10:14:30	car
2008/04/07 11:12:49	2008/04/07 11:26:10	bus
2008/04/07 11:57:22	2008/04/07 12:08:54	bus
2008/04/14 13:17:40	2008/04/14 13:30:54	bus
2008/04/22 05:23:49	2008/04/22 05:31:02	bus
2008/04/25 00:11:55	2008/04/25 00:42:05	bus
2008/04/27 11:49:33	2008/04/27 12:33:10	bus
2008/04/28 05:13:00	2008/04/28 05:17:24	car
2008/05/05 04:05:15	2008/05/05 04:13:59	car
2008/05/18 04:40:11	2008/05/18 05:27:16	bus
2008/05/19 17:07:59	2008/05/19 17:55:44	bike
2008/05/24 01:00:48	2008/05/24 01:32:59	bus
2008/05/24 11:12:43	2008/05/24 11:29:25	bus
2008/05/30 06:59:57	2008/05/30 07:37:01	car
2008/05/30 12:07:56	2008/05/30 12:48:50	bus
2008/06/08 00:56:03	2008/06/08 01:27:06	bus
2008/06/08 04:35:10	2008/06/08 05:00:35	bus
2008/06/15 00:54:59	2008/06/15 01:21:58	bus
2008/06/15 06:29:30	2008/06/15 07:01:57	bus
2008/06/19 23:52:57	2008/06/20 00:19:17	car
2008/06/22 04:16:28	2008/06/22 04:42:58	bus
2008/06/27 10:54:47	2008/06/27 11:10:01	bus
2008/06/27 11:34:57	2008/06/27 11:44:11	bus
2008/06/28 13:56:17	2008/06/28 13:58:01	train
2008/06/29 04:35:56	2008/06/29 05:08:00	bus
2008/07/01 05:45:26	2008/07/01 05:53:29	bus
2008/07/01 06:47:01	2008/07/01 07:25:16	car
2008/07/01 12:29:26	2008/07/01 13:04:56	car
2008/07/06 12:05:50	2008/07/06 12:39:26	bus
2008/07/10 09:53:37	2008/07/10 10:29:13	bike
2008/07/13 00:54:58	2008/07/13 01:21:49	bus
2008/07/13 07:02:00	2008/07/13 07:34:40	bus
2008/07/29 00:59:44	2008/07/29 01:29:45	bus
