Start Time	End Time	Transportation Mode
2011/02/24 10:57:34	2011/02/24 11:05:59	bus
2011/02/25 00:35:54	2011/02/25 00:46:34	bus
2011/02/25 12:16:15	2011/02/25 12:30:45	bus
2011/02/28 00:46:01	2011/02/28 00:57:51	bus
2011/02/28 10:54:18	2011/02/28 11:00:28	bus
2011/03/01 00:47:57	2011/03/01 01:02:37	bus
2011/03/01 13:44:15	2011/03/01 13:50:40	bus
2011/03/02 01:05:09	2011/03/02 01:24:49	bus
2011/03/03 13:14:25	2011/03/03 13:30:25	bus
2011/03/04 01:11:43	2011/03/04 01:24:40	bus
2011/03/05 10:52:08	2011/03/05 10:56:43	bus
2011/03/06 02:35:30	2011/03/06 03:08:40	bus
2011/03/06 06:24:30	2011/03/06 06:56:35	bus
2011/03/06 07:08:05	2011/03/06 07:13:10	bus
2011/03/06 11:42:59	2011/03/06 11:47:29	bus
2011/03/07 01:13:53	2011/03/07 01:28:37	bus
2011/03/07 11:04:27	2011/03/07 11:19:37	bus
2011/03/08 00:55:29	2011/03/08 01:04:14	bus
2011/03/09 01:10:02	2011/03/09 01:19:42	bus
2011/03/09 11:00:01	2011/03/09 11:34:53	bus
2011/03/10 00:57:41	2011/03/10 01:05:52	bus
2011/03/10 10:58:49	2011/03/10 11:05:19	bus
2011/03/11 00:56:06	2011/03/11 01:05:01	bus
2011/03/13 01:48:48	2011/03/13 01:57:38	bus
2011/03/13 10:51:24	2011/03/13 10:56:24	bus
2011/03/14 01:33:12	2011/03/14 01:42:17	bus
2011/03/14 10:40:15	2011/03/14 10:48:25	bus
2011/03/15 01:05:15	2011/03/15 01:16:25	bus
2011/03/15 12:47:52	2011/03/15 12:54:32	bus
2011/03/16 01:18:18	2011/03/16 01:27:58	bus
2011/03/16 10:51:24	2011/03/16 11:01:24	bus
2011/03/17 01:35:54	2011/03/17 01:45:44	bus
2011/03/17 11:34:56	2011/03/17 11:41:46	bus
2011/03/18 01:11:15	2011/03/18 01:21:25	bus
2011/03/19 10:08:07	2011/03/19 10:21:18	bus
2011/03/19 13:35:12	2011/03/19 13:47:39	bus
2011/03/20 10:58:36	2011/03/20 11:04:21	bus
2011/03/20 14:18:59	2011/03/20 14:30:19	bus
2011/03/21 01:19:32	2011/03/21 01:29:12	bus
2011/03/21 13:22:17	2011/03/21 13:30:42	bus
2011/03/21 13:33:22	2011/03/21 13:37:42	taxi
2011/03/22 00:50:43	2011/03/22 01:01:33	bus
2011/03/22 12:18:58	2011/03/22 12:25:08	bus
2011/03/23 01:17:44	2011/03/23 01:24:49	bus
2011/03/24 13:05:39	2011/03/24 13:10:54	bus
2011/03/25 01:25:32	2011/03/25 01:35:17	bus
2011/03/29 10:56:54	2011/03/29 11:14:09	bus
2011/03/30 11:30:37	2011/03/30 11:44:52	bus
2011/04/01 01:10:46	2011/04/01 01:26:11	bus
2011/04/05 01:26:53	2011/04/05 01:44:53	bus
2011/04/06 13:41:39	2011/04/06 13:50:59	bus
2011/04/07 14:37:47	2011/04/07 14:49:57	bus
2011/04/08 01:33:03	2011/04/08 01:48:48	bus
2011/04/08 15:08:58	2011/04/08 15:26:33	bike
2011/04/11 01:16:19	2011/04/11 01:35:44	bus
2011/04/27 11:32:43	2011/04/27 11:46:18	bus
2011/04/29 01:53:57	2011/04/29 02:17:17	bus
2011/04/29 13:17:43	2011/04/29 13:27:58	bus
2011/05/03 01:34:26	2011/05/03 02:13:11	bus
2011/05/03 13:16:54	2011/05/03 13:32:29	bus
2011/05/04 01:42:29	2011/05/04 02:06:14	bus
2011/05/04 14:29:58	2011/05/04 14:43:18	bus
2011/05/09 01:15:32	2011/05/09 01:39:22	bus
2011/05/09 13:41:41	2011/05/09 13:57:51	bus
2011/05/10 01:28:58	2011/05/10 01:51:25	bus
2011/05/10 14:02:20	2011/05/10 14:15:35	bus
2011/05/11 01:09:53	2011/05/11 01:27:43	bus
2011/05/11 14:04:03	2011/05/11 14:18:43	bus
2011/05/12 01:21:00	2011/05/12 01:45:55	bus
2011/05/12 13:41:32	2011/05/12 13:54:52	bus
2011/05/13 01:06:45	2011/05/13 01:29:45	bus
2011/05/15 01:31:08	2011/05/15 01:51:28	bus
2011/05/16 13:47:05	2011/05/16 14:01:40	bus
2011/05/17 14:19:36	2011/05/17 14:32:33	bus
2011/05/18 13:07:50	2011/05/18 13:21:55	bus
2011/05/19 01:00:48	2011/05/19 01:17:48	bus
