Start Time	End Time	Transportation Mode
2011/10/19 01:02:16	2011/10/19 01:12:46	bus
2011/10/20 22:25:05	2011/10/20 22:35:20	bike
2011/10/21 14:35:03	2011/10/21 14:41:43	bus
2011/10/22 09:21:35	2011/10/22 09:27:35	bike
2011/10/22 09:53:41	2011/10/22 10:02:36	bike
2011/10/27 07:34:08	2011/10/27 07:44:48	bike
2011/10/27 08:55:32	2011/10/27 09:03:12	bike
2011/10/29 07:13:06	2011/10/29 07:22:51	bike
2011/11/01 01:26:35	2011/11/01 01:38:50	bike
2011/11/03 04:37:55	2011/11/03 04:52:00	bike
2011/11/04 19:40:05	2011/11/04 19:48:35	bike
2011/11/05 07:10:22	2011/11/05 07:14:47	bus
2011/11/08 01:59:05	2011/11/08 02:06:50	bus
2011/11/08 20:48:03	2011/11/08 20:52:43	bike
2011/11/09 04:34:30	2011/11/09 04:44:45	bike
2011/11/10 20:02:38	2011/11/10 20:11:58	bike
2011/11/11 02:27:37	2011/11/11 02:41:37	bike
2011/11/14 05:42:30	2011/11/14 07:35:58	bus
2011/11/15 01:24:32	2011/11/15 01:37:07	bus
2011/12/07 03:33:10	2011/12/07 03:43:45	bus
2011/12/07 16:27:04	2011/12/07 16:31:29	taxi
2011/12/19 02:17:55	2011/12/19 02:22:50	bus
2011/12/26 02:44:18	2011/12/26 02:55:33	bus
2011/12/27 01:57:40	2011/12/27 02:04:55	bus
2011/12/30 04:08:28	2011/12/30 04:18:43	bus
2011/12/31 07:55:05	2011/12/31 08:04:30	bus
2011/12/31 14:56:07	2011/12/31 15:16:47	taxi
