Start Time	End Time	Transportation Mode
2007/07/24 22:00:00	2007/07/25 07:16:53	taxi
2007/07/25 09:45:53	2007/07/25 10:30:00	taxi
2007/07/26 05:36:43	2007/07/26 05:51:20	taxi
2007/07/26 10:33:47	2007/07/26 10:36:23	taxi
2007/07/27 05:10:00	2007/07/27 05:20:01	boat
2007/07/27 05:57:34	2007/07/27 06:05:57	boat
2007/07/27 06:52:07	2007/07/27 07:22:53	boat
2007/07/27 09:13:51	2007/07/27 09:28:33	taxi
2007/07/28 04:02:31	2007/07/28 04:12:31	taxi
2007/07/28 05:18:42	2007/07/28 06:00:00	train
2007/07/28 23:05:47	2007/07/29 01:23:37	taxi
2008/05/01 01:38:14	2008/05/01 01:41:22	taxi
2008/05/01 02:40:29	2008/05/01 02:45:24	bus
2008/05/01 03:26:16	2008/05/01 04:01:52	taxi
2008/05/01 04:31:38	2008/05/01 11:09:13	train
2008/05/01 11:12:31	2008/05/01 11:22:14	taxi
2008/05/02 03:19:30	2008/05/02 03:21:45	taxi
2008/05/02 07:44:03	2008/05/02 07:47:54	taxi
2008/05/02 12:08:10	2008/05/02 12:13:16	taxi
2008/05/02 13:28:03	2008/05/02 13:34:09	taxi
2008/05/04 00:45:33	2008/05/04 00:53:33	taxi
2008/05/05 07:50:01	2008/05/05 08:06:37	taxi
2008/05/06 02:01:48	2008/05/06 02:17:08	bike
2008/05/09 00:48:51	2008/05/09 00:57:13	taxi
2008/05/09 01:40:56	2008/05/09 08:07:50	train
2008/05/09 08:16:46	2008/05/09 09:06:00	taxi
2008/05/10 07:19:24	2008/05/10 07:32:18	taxi
2008/05/10 09:00:39	2008/05/10 09:06:03	taxi
2008/05/10 11:08:21	2008/05/10 11:33:37	car
2008/05/10 14:29:31	2008/05/10 14:41:48	taxi
2008/05/12 00:55:20	2008/05/12 08:53:16	taxi
2008/05/13 00:47:07	2008/05/13 00:55:28	bus
2008/05/13 01:00:04	2008/05/13 01:19:55	taxi
2008/05/13 14:24:42	2008/05/13 14:30:29	taxi
2008/05/14 00:46:23	2008/05/14 00:59:33	taxi
2008/05/14 14:21:31	2008/05/14 14:28:21	taxi
2008/05/15 01:01:37	2008/05/15 01:18:21	taxi
2008/05/15 13:27:37	2008/05/15 13:34:15	taxi
2008/05/16 00:58:11	2008/05/16 01:08:31	taxi
2008/05/16 13:30:45	2008/05/16 14:08:31	taxi
2008/05/17 08:51:46	2008/05/17 09:17:56	taxi
2008/05/17 10:55:39	2008/05/17 11:06:30	taxi
2008/05/17 14:03:46	2008/05/17 14:27:56	taxi
2008/05/19 00:20:38	2008/05/19 00:31:46	bus
